q1, r, 256, 131072, 1749073
q1, d, 256, 131072, 2028537
q1, c, 256, 131072, 621322
q1, r, 256, 131072, 1720895
q1, d, 256, 131072, 2085844
q1, c, 256, 131072, 618518
q1, r, 256, 131072, 1727951
q1, d, 256, 131072, 1885014
q1, c, 256, 131072, 618252
q1, r, 256, 131072, 1722630
q1, d, 256, 131072, 1893152
q1, c, 256, 131072, 616869
q1, r, 256, 131072, 1724331
q1, d, 256, 131072, 1887271
q1, c, 256, 131072, 619401
q1, r, 256, 131072, 1718758
q1, d, 256, 131072, 1888737
q1, c, 256, 131072, 618526
q1, r, 256, 131072, 1751900
q1, d, 256, 131072, 2171379
q1, c, 256, 131072, 619507
q1, r, 256, 131072, 1726683
q1, d, 256, 131072, 1948301
q1, c, 256, 131072, 619564
q1, r, 256, 131072, 1719598
q1, d, 256, 131072, 1886871
q1, c, 256, 131072, 618035
q1, r, 256, 131072, 1722602
q1, d, 256, 131072, 1957149
q1, c, 256, 131072, 619287
q1, r, 256, 131072, 1740796
q1, d, 256, 131072, 1938851
q1, c, 256, 131072, 616941
q1, r, 256, 131072, 1720850
q1, d, 256, 131072, 2674843
q1, c, 256, 131072, 618106
q1, r, 256, 131072, 1733660
q1, d, 256, 131072, 1884462
q1, c, 256, 131072, 616644
q1, r, 256, 131072, 1764467
q1, d, 256, 131072, 2020541
q1, c, 256, 131072, 620199
q1, r, 256, 131072, 1722361
q1, d, 256, 131072, 1892620
q1, c, 256, 131072, 623082
q1, r, 256, 131072, 1736617
q1, d, 256, 131072, 1885252
q1, c, 256, 131072, 620496
q1, r, 256, 131072, 1722411
q1, d, 256, 131072, 2025690
q1, c, 256, 131072, 618385
q1, r, 256, 131072, 1721364
q1, d, 256, 131072, 2015455
q1, c, 256, 131072, 621664
q1, r, 256, 131072, 1755876
q1, d, 256, 131072, 2150113
q1, c, 256, 131072, 619637
q1, r, 256, 131072, 1726296
q1, d, 256, 131072, 1897320
q1, c, 256, 131072, 624266
q1, r, 256, 131072, 1762322
q1, d, 256, 131072, 1885912
q1, c, 256, 131072, 617000
q1, r, 256, 131072, 1722272
q1, d, 256, 131072, 1891704
q1, c, 256, 131072, 619615
q1, r, 256, 131072, 1723682
q1, d, 256, 131072, 2025401
q1, c, 256, 131072, 619092
q1, r, 256, 131072, 1718245
q1, d, 256, 131072, 1887435
q1, c, 256, 131072, 619145
q1, r, 256, 131072, 1721040
q1, d, 256, 131072, 1887580
q1, c, 256, 131072, 617940
q1, r, 256, 131072, 1718345
q1, d, 256, 131072, 1886505
q1, c, 256, 131072, 619968
q1, r, 256, 131072, 1722186
q1, d, 256, 131072, 1885540
q1, c, 256, 131072, 621849
q1, r, 256, 131072, 1718764
q1, d, 256, 131072, 1885100
q1, c, 256, 131072, 620147
q1, r, 256, 131072, 1723457
q1, d, 256, 131072, 2027588
q1, c, 256, 131072, 619180
q1, r, 256, 131072, 1741298
q1, d, 256, 131072, 1947935
q1, c, 256, 131072, 619224
q1, r, 256, 262144, 3446042
q1, d, 256, 262144, 4179513
q1, c, 256, 262144, 1235393
q1, r, 256, 262144, 3437597
q1, d, 256, 262144, 4054917
q1, c, 256, 262144, 1235781
q1, r, 256, 262144, 3452106
q1, d, 256, 262144, 4184414
q1, c, 256, 262144, 1238712
q1, r, 256, 262144, 3448326
q1, d, 256, 262144, 4305116
q1, c, 256, 262144, 1235984
q1, r, 256, 262144, 3472783
q1, d, 256, 262144, 3782951
q1, c, 256, 262144, 1237742
q1, r, 256, 262144, 3442769
q1, d, 256, 262144, 3784428
q1, c, 256, 262144, 1236730
q1, r, 256, 262144, 3457977
q1, d, 256, 262144, 3808931
